EXP to Level:,Mortal:,Immortal:,Godly:,Being:,Common Increase,,Enemy EXP:,Tier-1:,"1,500",Tier-2:,"3,000",Tier-3:,"4,500",Boss-Tier:,"10,000",Increase:,123,246,369,"20,910"
,,,"50,241,000","50,242,000","112,000",,,,,,,,,,"8,421,575,230",,,,,"18,777,180"
,,,"50,353,125","50,354,125","112,125",,,,,,,,,,"8,440,352,410",,,,,"18,798,090"
,,,"50,465,375","50,466,375","112,250",,,,,,,,,,"8,459,150,500",,,,,"18,819,000"
,,,"15,145,003,500","50,578,750","112,375",,,,,,,,,,"8,477,969,500",,,,,"18,839,910"
,,,"4,700,448,500","50,691,250","112,500",,,,,,,,,,"8,496,809,410",,,,,"18,860,820"
,,,"7,057,841,900","50,803,875","112,625",,,,,,,,,,"8,515,670,230",,,,,"18,881,730"
,,,,"50,916,625","112,750",,,,,,,,,,"8,534,551,960",,,,,"18,902,640"
,,,,"51,029,500","112,875",,,,,,,,,,"8,553,454,600",,,,,"18,923,550"
,,,,"51,142,500","113,000",,,,,,,,,,"8,572,378,150",,,,,"18,944,460"
,,,,"51,255,625","113,125",,,,,,,,,,"8,591,322,610",,,,,"18,965,370"
,,,,"51,368,875","113,250",,,,,,,,,,"8,610,287,980",,,,,"18,986,280"
,,,,"51,482,250","113,375",,,,,,,,,,"8,629,274,260",,,,,"19,007,190"
,,,,"51,595,750","113,500",,,,,,,,,,"8,648,281,450",,,,,"19,028,100"
,,,,"51,709,375","113,625",,,,,,,,,,"8,667,309,550",,,,,"19,049,010"
,,,,"51,823,125","113,750",,,,,,,,,,"8,686,358,560",,,,,"19,069,920"
,,,,"51,937,000","113,875",,,,,,,,,,"8,705,428,480",,,,,"19,090,830"
,,,,"52,051,000","114,000",,,,,,,,,,"8,724,519,310",,,,,"19,111,740"
,,,,"52,165,125","114,125",,,,,,,,,,"8,743,631,050",,,,,"19,132,650"
,,,,"52,279,375","114,250",,,,,,,,,,"8,762,763,700",,,,,"19,153,560"
,,,,"52,393,750","114,375",,,,,,,,,,"8,781,917,260",,,,,"19,174,470"
,,,,"52,508,250","114,500",,,,,,,,,,"8,801,091,730",,,,,"19,195,380"
,,,,"52,622,875","114,625",,,,,,,,,,"8,820,287,110",,,,,"19,216,290"
,,,,"52,737,625","114,750",,,,,,,,,,"8,839,503,400",,,,,"19,237,200"
,,,,"52,852,500","114,875",,,,,,,,,,"8,858,740,600",,,,,"19,258,110"
,,,,"52,967,500","115,000",,,,,,,,,,"8,877,998,710",,,,,"19,279,020"
,,,,"53,082,625","115,125",,,,,,,,,,"8,897,277,730",,,,,"19,299,930"
,,,,"53,197,875","115,250",,,,,,,,,,"8,916,577,660",,,,,"19,320,840"
,,,,"53,313,250","115,375",,,,,,,,,,"8,935,898,500",,,,,"19,341,750"
,,,,"53,428,750","115,500",,,,,,,,,,"8,955,240,250",,,,,"19,362,660"
,,,,"53,544,375","115,625",,,,,,,,,,"8,974,602,910",,,,,"19,383,570"
,,,,"53,660,125","115,750",,,,,,,,,,"8,993,986,480",,,,,"19,404,480"
,,,,"53,776,000","115,875",,,,,,,,,,"9,013,390,960",,,,,"19,425,390"
,,,,"53,892,000","116,000",,,,,,,,,,"9,032,816,350",,,,,"19,446,300"
,,,,"54,008,125","116,125",,,,,,,,,,"9,052,262,650",,,,,"19,467,210"
,,,,"54,124,375","116,250",,,,,,,,,,"9,071,729,860",,,,,"19,488,120"
,,,,"54,240,750","116,375",,,,,,,,,,"9,091,217,980",,,,,"19,509,030"
,,,,"54,357,250","116,500",,,,,,,,,,"9,110,727,010",,,,,"19,529,940"
,,,,"54,473,875","116,625",,,,,,,,,,"9,130,256,950",,,,,"19,550,850"
,,,,"54,590,625","116,750",,,,,,,,,,"9,149,807,800",,,,,"19,571,760"
,,,,"54,707,500","116,875",,,,,,,,,,"9,169,379,560",,,,,"19,592,670"
,,,,"54,824,500","117,000",,,,,,,,,,"9,188,972,230",,,,,"19,613,580"
,,,,"54,941,625","117,125",,,,,,,,,,"9,208,585,810",,,,,"19,634,490"
,,,,"55,058,875","117,250",,,,,,,,,,"9,228,220,300",,,,,"19,655,400"
,,,,"55,176,250","117,375",,,,,,,,,,"9,247,875,700",,,,,"19,676,310"
,,,,"55,293,750","117,500",,,,,,,,,,"9,267,552,010",,,,,"19,697,220"
,,,,"55,411,375","117,625",,,,,,,,,,"9,287,249,230",,,,,"19,718,130"
,,,,"55,529,125","117,750",,,,,,,,,,"9,306,967,360",,,,,"19,739,040"
,,,,"55,647,000","117,875",,,,,,,,,,"9,326,706,400",,,,,"19,759,950"
,,,,"55,765,000","118,000",,,,,,,,,,"9,346,466,350",,,,,"19,780,860"
,,,,"55,883,125","118,125",,,,,,,,,,"9,366,247,210",,,,,"19,801,770"
,,,,"56,001,375","118,250",,,,,,,,,,"9,386,048,980",,,,,"19,822,680"
,,,,"56,119,750","118,375",,,,,,,,,,"9,405,871,660",,,,,"19,843,590"
,,,,"56,238,250","118,500",,,,,,,,,,"9,425,715,250",,,,,"19,864,500"
,,,,"56,356,875","118,625",,,,,,,,,,"9,445,579,750",,,,,"19,885,410"
,,,,"56,475,625","118,750",,,,,,,,,,"9,465,465,160",,,,,"19,906,320"
,,,,"56,594,500","118,875",,,,,,,,,,"9,485,371,480",,,,,"19,927,230"
,,,,"56,713,500","119,000",,,,,,,,,,"9,505,298,710",,,,,"19,948,140"
,,,,"56,832,625","119,125",,,,,,,,,,"9,525,246,850",,,,,"19,969,050"
,,,,"56,951,875","119,250",,,,,,,,,,"9,545,215,900",,,,,"19,989,960"
,,,,"57,071,250","119,375",,,,,,,,,,"9,565,205,860",,,,,"20,010,870"
,,,,"57,190,750","119,500",,,,,,,,,,"9,585,216,730",,,,,"20,031,780"
,,,,"57,310,375","119,625",,,,,,,,,,"9,605,248,510",,,,,"20,052,690"
,,,,"57,430,125","119,750",,,,,,,,,,"9,625,301,200",,,,,"20,073,600"
,,,,"57,550,000","119,875",,,,,,,,,,"9,645,374,800",,,,,"20,094,510"
,,,,"57,670,000","120,000",,,,,,,,,,"9,665,469,310",,,,,"20,115,420"
,,,,"57,790,125","120,125",,,,,,,,,,"9,685,584,730",,,,,"20,136,330"
,,,,"57,910,375","120,250",,,,,,,,,,"9,705,721,060",,,,,"20,157,240"
,,,,"58,030,750","120,375",,,,,,,,,,"9,725,878,300",,,,,"20,178,150"
,,,,"58,151,250","120,500",,,,,,,,,,"9,746,056,450",,,,,"20,199,060"
,,,,"58,271,875","120,625",,,,,,,,,,"9,766,255,510",,,,,"20,219,970"
,,,,"58,392,625","120,750",,,,,,,,,,"9,786,475,480",,,,,"20,240,880"
,,,,"58,513,500","120,875",,,,,,,,,,"9,806,716,360",,,,,"20,261,790"
,,,,"58,634,500","121,000",,,,,,,,,,"9,826,978,150",,,,,"20,282,700"
,,,,"58,755,625","121,125",,,,,,,,,,"9,847,260,850",,,,,"20,303,610"
,,,,"58,876,875","121,250",,,,,,,,,,"9,867,564,460",,,,,"20,324,520"
,,,,"58,998,250","121,375",,,,,,,,,,"9,887,888,980",,,,,"20,345,430"
,,,,"59,119,750","121,500",,,,,,,,,,"9,908,234,410",,,,,"20,366,340"
,,,,"59,241,375","121,625",,,,,,,,,,"9,928,600,750",,,,,"20,387,250"
,,,,"59,363,125","121,750",,,,,,,,,,"9,948,988,000",,,,,"20,408,160"
,,,,"59,485,000","121,875",,,,,,,,,,"9,969,396,160",,,,,"20,429,070"
,,,,"59,607,000","122,000",,,,,,,,,,"9,989,825,230",,,,,"20,449,980"
,,,,"59,729,125","122,125",,,,,,,,,,"10,010,275,210",,,,,"20,470,890"
,,,,"59,851,375","122,250",,,,,,,,,,"10,030,746,100",,,,,"20,491,800"
,,,,"59,973,750","122,375",,,,,,,,,,"10,051,237,900",,,,,"20,512,710"
,,,,"60,096,250","122,500",,,,,,,,,,"10,071,750,610",,,,,"20,533,620"
,,,,"60,218,875","122,625",,,,,,,,,,"10,092,284,230",,,,,"20,554,530"
,,,,"60,341,625","122,750",,,,,,,,,,"10,112,838,760",,,,,"20,575,440"
,,,,"60,464,500","122,875",,,,,,,,,,"10,133,414,200",,,,,"20,596,350"
,,,,"60,587,500","123,000",,,,,,,,,,"10,154,010,550",,,,,"20,617,260"
,,,,"60,710,625","123,125",,,,,,,,,,"10,174,627,810",,,,,"20,638,170"
,,,,"60,833,875","123,250",,,,,,,,,,"10,195,265,980",,,,,"20,659,080"
,,,,"60,957,250","123,375",,,,,,,,,,"10,215,925,060",,,,,"20,679,990"
,,,,"61,080,750","123,500",,,,,,,,,,"10,236,605,050",,,,,"20,700,900"
,,,,"61,204,375","123,625",,,,,,,,,,"10,257,305,950",,,,,"20,721,810"
,,,,"61,328,125","123,750",,,,,,,,,,"10,278,027,760",,,,,"20,742,720"
,,,,"61,452,000","123,875",,,,,,,,,,"10,298,770,480",,,,,"20,763,630"
,,,,"61,576,000","124,000",,,,,,,,,,"10,319,534,110",,,,,"20,784,540"
,,,,"61,700,125","124,125",,,,,,,,,,"10,340,318,650",,,,,"20,805,450"
,,,,"61,824,375","124,250",,,,,,,,,,"10,361,124,100",,,,,"20,826,360"
,,,,"61,948,750","124,375",,,,,,,,,,"10,381,950,460",,,,,"20,847,270"
,,,,"62,073,250","124,500",,,,,,,,,,"10,402,797,730",,,,,"20,868,180"
,,,,"62,197,875","124,625",,,,,,,,,,"10,423,665,910",,,,,"20,889,090"
,,,,"62,322,625","124,750",,,,,,,,,,"10,444,555,000",,,,,"20,910,000"
,,,,"20,780,865,000",,,,,,,,,,,,,,,,
,,,,"10,336,310,000",,,,,,,,,,,,,,,,
,,,,"12,693,703,400",,,,,,,,,,,,,,,,
